0.000000 0.489469
0.010004 0.259528
0.020008 -0.054649
0.030012 -0.030412
0.040016 0.288403
0.050020 0.781335
0.060024 0.552793
0.070028 0.424166
0.080032 0.050351
0.090036 0.374788
0.100040 0.831524
0.110044 0.317048
0.120048 -0.161104
0.130052 -0.218033
0.140056 -0.210993
0.150060 0.263557
0.160065 0.138383
0.170069 -0.458245
0.180073 -0.615042
0.190077 -0.479801
0.200082 -0.192595
0.210086 -0.521680
0.220090 -0.078827
0.230094 -0.879719
0.240099 -0.187333
0.250103 0.050558
0.260107 -0.530325
0.270110 0.194667
0.280114 -0.360403
0.290118 0.086998
0.300121 -0.014106
0.310125 -0.257078
0.320129 -0.243622
0.330132 -0.108520
0.340136 0.197616
0.350139 0.546835
0.360143 0.925458
0.370147 0.112919
0.380150 0.762969
0.390154 0.322965
0.400158 0.563622
0.410161 0.189814
0.420165 0.622274
0.430169 0.655597
0.440172 -0.185935
0.450176 -0.339499
0.460180 -0.034452
0.470183 -0.229902
0.480187 -0.466506
0.490191 -0.814093
0.500194 -0.188120
0.510199 -0.208169
0.520204 -0.012855
0.530209 -0.271028
0.540214 -0.208800
0.550219 -0.274457
0.560224 -0.370221
0.570228 -0.095735
0.580233 0.274647
0.590238 -0.070171
0.600243 -0.131548
0.610248 0.011713
0.620253 0.480815
0.630258 0.321697
0.640263 0.148188
0.650267 0.697750
0.660272 0.600746
0.670277 0.954556
0.680282 0.103537
0.690287 0.589529
0.700292 0.393664
0.710297 0.030424
0.720302 -0.050106
0.730307 0.693463
0.740311 0.166139
0.750316 -0.113749
0.760321 -0.211899
0.770326 -0.131701
0.780331 -0.412564
0.790336 0.052647
0.800341 -0.933223
0.810346 -0.731790
0.820350 -0.614631
0.830355 -0.921827
0.840360 -0.955412
0.850365 -0.758995
0.860370 -0.449876
0.870375 -0.615896
0.880380 -0.351636
0.890385 -0.293858
0.900389 0.192265
0.910394 -0.086853
0.920399 0.604492
0.930404 0.497774
0.940409 0.645362
0.950414 0.764444
0.960419 0.135646
0.970424 0.565236
0.980428 0.806616
0.990433 0.411107
