0.000000 0.989469
0.001220 0.782445
0.002440 0.723782
0.003660 0.955198
0.004880 0.166542
0.006100 0.151347
0.007320 0.325212
0.008540 0.575925
0.009760 0.412461
0.010980 0.547484
0.012200 0.340348
0.013420 0.569686
0.014640 0.777479
0.015860 0.698802
0.017080 0.928136
0.018300 -0.055005
0.019520 0.697238
0.020740 0.161661
0.021960 0.427657
0.023180 0.171868
0.024400 0.306686
0.025620 0.629601
0.026840 0.218350
0.028060 0.188923
0.029280 0.634998
0.030500 -0.166028
0.031720 0.476242
0.032940 0.580176
0.034160 0.087829
0.035380 0.067224
0.036600 -0.016643
0.037820 -0.296904
0.039040 0.122435
0.040260 -0.139098
0.041480 -0.354446
0.042700 0.048948
0.043920 0.522770
0.045140 -0.151048
0.046360 -0.123789
0.047580 -0.382928
0.048800 0.180316
0.050020 0.347907
0.051240 -0.499033
0.052460 -0.416382
0.053680 -0.212924
0.054900 -0.314944
0.056120 0.340273
0.057340 0.047131
0.058560 0.346845
0.059780 -0.194059
0.061000 0.126009
0.062220 0.130825
0.063440 -0.088864
0.064660 0.192498
0.065880 -0.091564
0.067100 0.224131
0.068320 -0.554047
0.069540 -0.377264
0.070760 -0.390682
0.071980 -0.356280
0.073200 -0.764253
0.074420 -0.196113
0.075640 -0.121994
0.076860 -0.504033
0.078080 -0.269491
0.079300 -0.590696
0.080520 -0.093441
0.081740 0.021791
0.082960 -0.757174
0.084180 -0.448600
0.085400 -0.640131
0.086620 -0.794816
0.087840 -0.599487
0.089060 -0.778882
0.090280 -0.922430
0.091500 -0.073527
0.092720 -0.238573
0.093940 -0.274372
0.095160 -0.296605
0.096380 -0.557988
0.097600 -0.503267
0.098820 -0.344844
0.100040 -0.101281
0.101260 -0.528734
0.102480 -0.451234
0.103700 -0.589658
0.104920 -0.703634
0.106140 -0.327634
0.107360 -0.830382
0.108580 -0.178322
0.109800 -0.149366
0.111020 -0.212055
0.112240 -0.752989
0.113460 -0.108275
0.114680 -0.259515
0.115900 -0.758317
0.117120 -0.676599
0.118340 -0.808250
0.119560 -0.518786
0.120780 -0.532315
0.122000 -0.285073
0.123220 -0.056172
0.124440 -0.598004
0.125660 -0.246527
0.126880 -0.364197
0.128100 -0.680067
0.129320 0.144155
0.130540 -0.122304
0.131760 -0.264592
0.132980 -0.011106
0.134200 -0.662028
0.135420 -0.675881
0.136640 -0.046940
0.137860 -0.557325
0.139080 0.112813
0.140300 -0.646770
0.141520 0.098086
0.142740 0.133322
0.143960 -0.402088
0.145180 -0.287734
0.146400 0.060262
0.147620 -0.048347
0.148840 0.069411
0.150060 0.265134
0.151280 0.057511
0.152500 0.078828
0.153720 -0.099631
0.154940 0.323886
0.156160 -0.172960
0.157380 -0.257354
0.158600 -0.030542
0.159821 -0.037832
0.161041 0.166093
0.162261 -0.091107
0.163481 0.685229
0.164701 0.092608
0.165921 0.728378
0.167141 0.439671
0.168361 0.281493
0.169581 0.589008
0.170801 0.482819
0.172021 0.750027
0.173241 0.540703
0.174461 0.234765
0.175681 0.740473
0.176901 0.493556
0.178121 0.601340
0.179341 0.778713
0.180561 0.156313
0.181781 0.308530
0.183001 0.005349
0.184221 0.879660
0.185441 0.611482
0.186661 0.156207
0.187881 0.642073
0.189101 0.220602
0.190321 0.383157
0.191541 0.281637
0.192761 0.745033
0.193981 0.574526
0.195201 0.507173
0.196421 0.329156
0.197642 0.597784
0.198862 0.102305
0.200082 0.740842
0.201302 0.643426
0.202522 0.104588
0.203742 0.664300
0.204962 0.031125
0.206182 0.286882
0.207402 0.883012
0.208622 0.426989
0.209842 0.895290
0.211062 0.805767
0.212282 0.033959
0.213502 0.545783
0.214722 0.619688
0.215942 0.274873
0.217162 0.245945
0.218382 0.205043
0.219602 0.683244
0.220822 0.653409
0.222042 0.389240
0.223262 0.796882
0.224482 0.311664
0.225702 -0.017801
0.226922 0.256820
0.228142 0.520142
0.229362 0.568967
0.230582 0.454099
0.231802 0.607966
0.233022 0.179998
0.234242 -0.107812
0.235463 -0.111221
0.236683 0.170671
0.237903 0.470422
0.239123 0.475712
0.240343 0.642881
0.241563 -0.240545
0.242783 0.520119
0.244003 0.411586
0.245223 0.487134
0.246443 0.164666
0.247663 -0.016446
0.248883 -0.008175
0.250103 0.481415
0.251323 -0.030680
0.252543 0.457850
0.253763 0.079032
0.254983 0.379082
0.256203 -0.049691
0.257423 -0.492541
0.258643 -0.048315
0.259863 -0.408079
0.261083 0.219318
0.262302 0.077122
0.263522 -0.469578
0.264742 0.246930
0.265962 -0.239390
0.267182 -0.424888
0.268402 -0.608790
0.269622 -0.634009
0.270842 -0.478491
0.272062 -0.592495
0.273282 -0.527998
0.274502 -0.299980
0.275722 -0.288294
0.276942 -0.755233
0.278162 -0.121123
0.279382 -0.751538
0.280602 -0.532024
0.281822 -0.197845
0.283042 -0.301642
0.284262 -0.004025
0.285482 -0.459793
0.286702 -0.584933
0.287922 -0.778652
0.289142 -0.103564
0.290362 -0.844659
0.291581 -0.809615
0.292801 -0.514081
0.294021 -0.362706
0.295241 -0.284767
0.296461 -0.984538
0.297681 -0.455518
0.298901 -0.786671
0.300121 -0.515371
0.301341 -0.794306
